tp,sex,edu,income,pipei
双峰插云,F,高中,39039,0.146
雷峰夕照,F,大学及以上,45119,0.341
南屏晚钟,M,大学,22769,0.508
苏提春晓,F,高中,49154,0.333
曲院风荷,M,大学,43635,0.728
平湖秋月,M,大学及以上,18185,0.694
断桥残雪,M,大学,29839,0.39
花港观鱼,M,大学及以上,34756,0.825
柳浪闻莺,F,初中,9962,0.689
三潭印月,M,大学,18704,0.753
双峰插云,F,高中,44248,0.198
雷峰夕照,M,大学及以上,49590,0.198
南屏晚钟,F,初中,29944,0.954
苏提春晓,F,高中,45807,0.083
曲院风荷,M,大学及以上,33921,0.912
平湖秋月,M,大学,17139,0.364
断桥残雪,M,高中,48813,0.932
花港观鱼,F,大学,35952,0.555
柳浪闻莺,F,初中,44210,0.002
三潭印月,M,大学,21676,0.044
双峰插云,F,高中,34129,0.268
雷峰夕照,F,高中,33655,0.155
南屏晚钟,F,初中,41721,0.983
苏提春晓,F,大学,42525,0.385
曲院风荷,M,大学,4571,0.014
平湖秋月,M,大学,34186,0.164
断桥残雪,F,大学,18967,0.775
花港观鱼,F,大学,21356,0.779
柳浪闻莺,F,大学及以上,23730,0.745
三潭印月,M,高中,33070,0.019
双峰插云,M,初中,45179,0.302
雷峰夕照,F,大学及以上,13548,0.482
南屏晚钟,M,高中,30606,0.821
苏提春晓,F,大学及以上,35610,0.999
曲院风荷,M,初中,30576,0.83
平湖秋月,F,初中,39016,0.576
断桥残雪,F,初中,36390,0.518
花港观鱼,M,大学及以上,22092,0.153
柳浪闻莺,M,初中,46948,0.322
三潭印月,F,初中,7196,0.757
双峰插云,F,大学及以上,39088,0.1
雷峰夕照,M,初中,6569,0.295
南屏晚钟,M,大学及以上,36772,0.183
苏提春晓,M,高中,44794,0.577
曲院风荷,F,大学及以上,19305,0.906
平湖秋月,M,大学及以上,16772,0.375
断桥残雪,M,高中,30301,0.224
花港观鱼,M,大学,16583,0.452
柳浪闻莺,M,大学,29676,0.071
三潭印月,F,初中,5433,0.038
双峰插云,F,大学及以上,26588,0.07
雷峰夕照,F,高中,4471,0.03
南屏晚钟,M,大学,6168,0.484
苏提春晓,F,大学及以上,23768,0.265
曲院风荷,M,高中,38311,0.789
平湖秋月,M,初中,7901,0.053
断桥残雪,F,大学及以上,17633,0.964
花港观鱼,M,大学,7969,0.953
柳浪闻莺,F,大学,18332,0.555
三潭印月,F,大学及以上,10127,0.948
双峰插云,F,大学,9074,0.196
雷峰夕照,F,大学及以上,16398,0.007
南屏晚钟,F,高中,25303,0.92
苏提春晓,F,初中,42762,0.998
曲院风荷,M,大学,9653,0.747
平湖秋月,M,大学,41098,0.279
断桥残雪,F,高中,20822,0.156
花港观鱼,M,初中,40404,0.557
柳浪闻莺,M,高中,39691,0.016
三潭印月,M,初中,26404,0.09
双峰插云,M,大学,45580,0.878
雷峰夕照,F,大学及以上,32684,0.662
南屏晚钟,F,高中,22562,0.214
苏提春晓,M,大学及以上,7233,0.373
曲院风荷,F,大学,38091,0.693
平湖秋月,M,大学及以上,20320,0.042
断桥残雪,F,初中,33330,0.672
花港观鱼,F,大学,24065,0.858
柳浪闻莺,M,初中,12283,0.661
三潭印月,F,高中,35062,0.767
双峰插云,M,高中,4141,0.52
雷峰夕照,M,高中,29689,0.643
南屏晚钟,F,初中,37332,0.962
苏提春晓,M,大学及以上,3601,0.882
曲院风荷,F,高中,4825,0.874
平湖秋月,F,高中,39444,0.958
断桥残雪,F,大学及以上,35654,0.9
花港观鱼,M,大学,34506,0.357
柳浪闻莺,F,高中,41762,0.472
三潭印月,M,初中,42097,0.804
双峰插云,M,大学及以上,28044,0.473
雷峰夕照,M,大学,13134,0.192
南屏晚钟,F,初中,11165,0.749
苏提春晓,M,高中,8342,0.776
曲院风荷,M,初中,49328,0.877
平湖秋月,M,大学,48068,0.052
断桥残雪,M,高中,38783,0.419
花港观鱼,F,高中,41152,0.284
柳浪闻莺,M,大学及以上,42697,0.155
三潭印月,M,高中,49141,0.403
双峰插云,F,初中,10062,0.168
雷峰夕照,M,初中,23868,0.644
南屏晚钟,F,大学及以上,7249,0.302
苏提春晓,F,大学,33475,0.425
曲院风荷,M,大学及以上,15778,0.029
平湖秋月,F,大学,17316,0.272
断桥残雪,M,高中,32955,0.427
花港观鱼,F,高中,3294,0.981
柳浪闻莺,M,初中,43073,0.162
三潭印月,M,高中,17683,0.291
双峰插云,M,初中,30397,0.348
雷峰夕照,M,初中,5058,0.272
南屏晚钟,M,初中,37073,0.185
苏提春晓,M,大学及以上,7597,0.579
曲院风荷,F,大学及以上,47888,0.945
平湖秋月,F,大学,3799,0.015
断桥残雪,M,大学及以上,18319,0.269
花港观鱼,M,大学及以上,10003,0.504
柳浪闻莺,M,初中,17479,0.607
三潭印月,M,大学及以上,43115,0.385
双峰插云,M,大学,12663,0.886
雷峰夕照,F,高中,28634,0.637
南屏晚钟,M,大学及以上,38161,0.078
苏提春晓,F,高中,21460,0.354
曲院风荷,M,大学及以上,4692,0.079
平湖秋月,F,大学及以上,31458,0.767
断桥残雪,F,大学及以上,8252,0.401
花港观鱼,F,大学,13313,0.622
柳浪闻莺,F,大学及以上,46770,0.269
三潭印月,F,初中,7475,0.134
双峰插云,M,大学及以上,41056,0.85
雷峰夕照,M,大学,6147,0.551
南屏晚钟,M,高中,31499,0.333
苏提春晓,M,高中,33955,0.356
曲院风荷,M,高中,43314,0.456
平湖秋月,F,高中,30944,0.308
断桥残雪,M,大学,44161,0.272
花港观鱼,M,高中,22548,0.557
柳浪闻莺,M,大学,9032,0.772
三潭印月,F,大学,48669,0.112
双峰插云,M,高中,5450,0.312
雷峰夕照,F,大学及以上,31779,0.562
南屏晚钟,F,大学及以上,4337,0.941
苏提春晓,F,大学,42785,0.337
曲院风荷,M,初中,13397,0.086
平湖秋月,M,初中,27068,0.304
断桥残雪,F,大学及以上,43704,0.44
花港观鱼,M,大学,10590,0.328
柳浪闻莺,F,大学及以上,6296,0.991
三潭印月,M,初中,17790,0.254
双峰插云,F,大学及以上,46841,0.82
雷峰夕照,F,大学,29492,0.463
南屏晚钟,F,初中,36427,0.381
苏提春晓,M,初中,11056,0.734
曲院风荷,F,大学及以上,20520,0.282
平湖秋月,F,大学,34316,0.929
断桥残雪,F,初中,41995,0.437
花港观鱼,M,大学及以上,39340,0.942
柳浪闻莺,M,大学及以上,37845,0.851
三潭印月,F,高中,43439,0.083
双峰插云,F,高中,49594,0.726
雷峰夕照,F,初中,46905,0.746
南屏晚钟,F,大学及以上,17623,0.659
苏提春晓,M,大学,38292,0.509
曲院风荷,F,大学及以上,30288,0.824
平湖秋月,M,大学及以上,38423,0.402
断桥残雪,M,高中,39853,0.941
花港观鱼,M,初中,29135,0.96
柳浪闻莺,F,初中,43480,0.581
三潭印月,M,初中,18172,0.088
双峰插云,M,大学,24753,0.99
雷峰夕照,F,高中,31221,0.221
南屏晚钟,M,大学,49681,0.188
苏提春晓,F,高中,14654,0.747
曲院风荷,M,高中,10524,0.788
平湖秋月,F,大学及以上,35520,0.994
断桥残雪,M,高中,21883,0.474
花港观鱼,M,大学,7769,0.107
柳浪闻莺,F,高中,44000,0.979
三潭印月,M,初中,9674,0.887
双峰插云,M,高中,18244,0.786
雷峰夕照,F,大学,23208,0.952
南屏晚钟,F,初中,37725,0.61
苏提春晓,F,大学,11704,0.089
曲院风荷,M,高中,16399,0.661
平湖秋月,F,高中,13620,0.868
断桥残雪,M,高中,34722,0.681
花港观鱼,M,大学及以上,19183,0.939
柳浪闻莺,F,初中,26823,0.27
三潭印月,M,初中,26465,0.664
双峰插云,F,初中,23568,0.048
雷峰夕照,M,高中,39991,0.039
南屏晚钟,M,大学,10428,0.793
苏提春晓,M,大学,41724,0.368
曲院风荷,F,大学及以上,14942,0.038
平湖秋月,F,高中,15746,0.087
断桥残雪,F,大学,16805,0.892
花港观鱼,F,初中,36428,0.504
柳浪闻莺,M,初中,48898,0.271
三潭印月,M,初中,3394,0.243
双峰插云,M,大学及以上,22067,0.092
雷峰夕照,F,大学,46959,0.719
南屏晚钟,F,初中,9179,0.485
苏提春晓,F,初中,6978,0.624
曲院风荷,M,大学,33580,0.391
平湖秋月,F,大学,20754,0.097
断桥残雪,M,大学及以上,14205,0.315
花港观鱼,F,高中,22953,0.206
柳浪闻莺,F,大学,29892,0.682
三潭印月,F,大学及以上,6249,0.191
双峰插云,F,大学,10544,0.194
雷峰夕照,M,大学及以上,5649,0.546
南屏晚钟,F,大学及以上,45927,0.495
苏提春晓,F,大学,42731,0.491
曲院风荷,M,大学及以上,23914,0.464
平湖秋月,M,大学及以上,27189,0.433
断桥残雪,M,大学,27828,0.11
花港观鱼,M,大学,16441,0.781
柳浪闻莺,F,高中,5827,0.813
三潭印月,F,初中,10262,0.583
双峰插云,M,大学,49051,0.114
雷峰夕照,F,初中,31250,0.389
南屏晚钟,M,大学及以上,20281,0.654
苏提春晓,M,初中,30020,0.442
曲院风荷,M,大学,46648,0.435
平湖秋月,F,高中,5767,0.011
断桥残雪,M,大学及以上,6181,0.46
花港观鱼,M,高中,39388,0.836
柳浪闻莺,M,高中,40946,0.202
三潭印月,F,大学,25793,0.716
双峰插云,M,高中,37382,0.102
雷峰夕照,M,大学及以上,49690,0.125
南屏晚钟,M,初中,30817,0.411
苏提春晓,F,初中,35262,0.163
曲院风荷,F,初中,47107,0.704
平湖秋月,M,大学,20349,0.245
断桥残雪,M,大学及以上,13805,0.531
花港观鱼,M,大学,45387,0.786
柳浪闻莺,F,大学及以上,21722,0.752
三潭印月,M,大学,43374,0.636
双峰插云,M,初中,41243,0.652
雷峰夕照,F,高中,3932,0.092
南屏晚钟,F,大学及以上,47058,0.917
苏提春晓,M,大学,19996,0.839
曲院风荷,M,大学,41625,0.458
平湖秋月,M,高中,30100,0.029
断桥残雪,M,大学及以上,15054,0.081
花港观鱼,M,高中,46677,0.042
柳浪闻莺,M,初中,41423,0.88
三潭印月,F,大学,5430,0.215
双峰插云,M,大学,29262,0.489
雷峰夕照,M,大学,8694,0.668
南屏晚钟,F,高中,3434,0.132
苏提春晓,M,大学,17212,0.493
曲院风荷,F,高中,48474,0.342
平湖秋月,M,高中,47511,0.95
断桥残雪,M,初中,12237,0.117
花港观鱼,M,初中,48700,0.869
柳浪闻莺,M,高中,34840,0.027
三潭印月,F,高中,45744,0.027
双峰插云,F,大学及以上,16801,0.123
雷峰夕照,M,高中,41990,0.258
南屏晚钟,F,初中,25078,0.266
苏提春晓,M,初中,47563,0.602
曲院风荷,M,大学,49961,0.843
平湖秋月,M,大学,7496,0.541
断桥残雪,M,高中,47009,0.025
花港观鱼,F,大学及以上,32440,0.971
柳浪闻莺,F,高中,28827,0.744
三潭印月,M,大学及以上,41571,0.026
双峰插云,F,高中,27168,0.905
雷峰夕照,M,初中,27273,0.318
南屏晚钟,F,大学及以上,12513,0.137
苏提春晓,F,大学及以上,42325,0.297
曲院风荷,F,初中,32727,0.76
平湖秋月,M,高中,17986,0.506
断桥残雪,F,初中,38779,0.344
花港观鱼,F,大学及以上,37844,0.599
柳浪闻莺,M,大学,27389,0.676
三潭印月,F,初中,25423,0.675
双峰插云,F,大学,8618,0.46
雷峰夕照,F,大学,32934,0.356
南屏晚钟,M,高中,46610,0.017
苏提春晓,F,高中,44614,0.782
曲院风荷,F,大学及以上,4656,0.662
平湖秋月,F,高中,14781,0.771
断桥残雪,F,初中,31202,0.684
花港观鱼,M,高中,30758,0.341
柳浪闻莺,F,初中,16968,0.279
三潭印月,M,高中,4027,0.333
双峰插云,M,大学,41807,0.121
雷峰夕照,M,初中,31678,0.227
南屏晚钟,F,大学,31762,0.085
苏提春晓,F,大学,12973,0.319
曲院风荷,M,大学,20035,0.708
平湖秋月,M,初中,5874,0.585
断桥残雪,F,大学,8367,0.461
花港观鱼,M,大学,37273,0.985
柳浪闻莺,F,大学,38935,0.354
三潭印月,M,大学,39941,0.334
双峰插云,F,高中,3001,0.644
雷峰夕照,F,大学及以上,4684,0.512
南屏晚钟,F,大学及以上,23526,0.112
苏提春晓,F,大学,23016,0.863
曲院风荷,M,初中,12099,0.864
平湖秋月,F,大学,49346,0.051
断桥残雪,F,大学及以上,30117,0.681
花港观鱼,M,大学,12779,0.457
柳浪闻莺,M,高中,24390,0.79
三潭印月,F,大学及以上,11974,0.208
双峰插云,F,大学,4440,0.595
雷峰夕照,M,大学及以上,4216,0.593
南屏晚钟,F,大学及以上,10855,0.402
苏提春晓,M,大学及以上,44569,0.987
曲院风荷,M,大学及以上,16555,0.776
平湖秋月,F,大学,41441,0.808
断桥残雪,F,大学,40733,0.259
花港观鱼,M,高中,37767,0.043
柳浪闻莺,F,大学及以上,8436,0.41
三潭印月,M,大学及以上,28087,0.546
双峰插云,F,大学及以上,38998,0.816
雷峰夕照,M,大学及以上,44335,0.306
南屏晚钟,M,高中,42495,0.679
苏提春晓,M,大学,31710,0.683
曲院风荷,F,高中,16854,0.379
平湖秋月,M,大学及以上,47016,0.947
断桥残雪,F,高中,28605,0.573
花港观鱼,M,高中,40458,0.738
柳浪闻莺,M,大学及以上,49299,0.256
三潭印月,M,高中,18914,0.619
双峰插云,F,大学及以上,45822,0.552
雷峰夕照,F,大学,20049,0.078
南屏晚钟,F,大学,35516,0.645
苏提春晓,M,初中,25517,0.543
曲院风荷,F,初中,40713,0.964
平湖秋月,F,大学,28204,0.488
断桥残雪,F,大学及以上,28050,0.278
花港观鱼,F,大学,31446,0.426
柳浪闻莺,M,大学,28952,0.938
三潭印月,M,高中,44372,0.604
双峰插云,M,大学及以上,8928,0.291
雷峰夕照,M,大学,33285,0.875
南屏晚钟,M,大学,19217,0.14
苏提春晓,M,初中,9260,0.731
曲院风荷,F,大学及以上,28836,0.545
平湖秋月,F,高中,36244,0.061
断桥残雪,F,大学及以上,13255,0.046
花港观鱼,F,大学及以上,35183,0.101
柳浪闻莺,F,初中,42410,0.535
三潭印月,M,大学,18352,0.043
双峰插云,M,大学,42535,0.206
雷峰夕照,M,初中,26899,0.902
南屏晚钟,F,初中,5139,0.777
苏提春晓,F,大学,29553,0.348
曲院风荷,M,大学,39762,0.766
平湖秋月,F,大学及以上,13245,0.055
断桥残雪,M,初中,18110,0.412
花港观鱼,M,大学及以上,38898,0.918
柳浪闻莺,M,大学及以上,42198,0.101
三潭印月,F,大学及以上,21780,0.652
双峰插云,M,大学,27645,0.28
雷峰夕照,M,高中,17643,0.051
南屏晚钟,M,初中,44381,0.312
苏提春晓,F,初中,20219,0.296
曲院风荷,F,大学,45314,0.428
平湖秋月,F,大学及以上,40678,0.906
断桥残雪,M,大学及以上,12026,0.72
花港观鱼,M,高中,23132,0.0
柳浪闻莺,F,大学及以上,48351,0.772
三潭印月,F,初中,12806,0.121
双峰插云,M,大学及以上,46908,0.398
雷峰夕照,F,初中,48372,0.929
南屏晚钟,F,初中,21280,0.499
苏提春晓,F,大学及以上,38600,0.029
曲院风荷,F,大学,11115,0.371
平湖秋月,M,高中,48100,0.669
断桥残雪,F,初中,32675,0.31
花港观鱼,M,高中,37866,0.557
柳浪闻莺,M,大学,15259,0.96
三潭印月,F,大学,5836,0.985
双峰插云,M,初中,21244,0.129
雷峰夕照,M,大学,31750,0.046
南屏晚钟,M,初中,29889,0.548
苏提春晓,M,大学,9666,0.867
曲院风荷,M,大学及以上,21664,0.128
平湖秋月,F,高中,7667,0.56
断桥残雪,F,大学及以上,5998,0.199
花港观鱼,F,高中,6152,0.575
柳浪闻莺,M,大学及以上,19755,0.505
三潭印月,F,高中,13109,0.379
双峰插云,M,大学,7309,0.718
雷峰夕照,M,大学及以上,45308,0.237
南屏晚钟,F,大学及以上,47776,0.661
苏提春晓,M,初中,7550,0.352
曲院风荷,F,初中,30509,0.945
平湖秋月,M,大学及以上,5734,0.602
断桥残雪,M,初中,31514,0.535
花港观鱼,F,大学,15942,0.762
柳浪闻莺,F,大学及以上,33440,0.197
三潭印月,M,大学,3514,0.756
双峰插云,M,大学,4538,0.005
雷峰夕照,F,大学及以上,45102,0.7
南屏晚钟,M,大学,29814,0.684
苏提春晓,M,初中,38359,0.706
曲院风荷,M,大学,3114,0.909
平湖秋月,F,大学及以上,21116,0.035
断桥残雪,M,初中,46147,0.103
花港观鱼,F,高中,49486,0.07
柳浪闻莺,M,大学及以上,3736,0.072
三潭印月,M,初中,36591,0.415
双峰插云,M,高中,22225,0.087
雷峰夕照,F,高中,8336,0.455
南屏晚钟,M,大学及以上,45108,0.839
苏提春晓,M,大学及以上,44459,0.706
曲院风荷,M,大学,11420,0.046
平湖秋月,F,大学及以上,32335,0.832
断桥残雪,M,初中,6068,0.252
花港观鱼,M,大学及以上,26266,0.096
柳浪闻莺,F,大学及以上,3585,0.162
三潭印月,F,大学及以上,38117,0.216
双峰插云,F,高中,18346,0.15
雷峰夕照,M,大学及以上,5668,0.457
南屏晚钟,M,高中,3890,0.519
苏提春晓,F,高中,44682,0.159
曲院风荷,F,大学及以上,41652,0.099
平湖秋月,F,初中,9395,0.605
断桥残雪,M,高中,44565,0.328
花港观鱼,M,大学及以上,16608,0.028
柳浪闻莺,F,大学及以上,12581,0.195
三潭印月,F,大学及以上,10365,0.24
双峰插云,F,大学及以上,10397,0.238
雷峰夕照,M,高中,29023,0.268
南屏晚钟,M,初中,37010,0.624
苏提春晓,M,大学及以上,8633,0.595
曲院风荷,F,大学,37718,0.979
平湖秋月,F,大学,30547,0.133
断桥残雪,M,大学及以上,21969,0.094
花港观鱼,M,初中,16709,0.181
柳浪闻莺,M,高中,9817,0.123
三潭印月,M,初中,14669,0.321
双峰插云,M,高中,40715,0.039
雷峰夕照,F,高中,26596,0.394
南屏晚钟,M,初中,23086,0.673
苏提春晓,M,大学,37142,0.322
曲院风荷,M,大学及以上,13802,0.217
平湖秋月,F,初中,13090,0.888
断桥残雪,M,大学及以上,16597,0.253
花港观鱼,M,高中,17183,0.838
柳浪闻莺,M,高中,39262,0.148
三潭印月,M,大学及以上,13510,0.794
双峰插云,M,大学,4918,0.764
雷峰夕照,F,大学及以上,17125,0.087
南屏晚钟,F,大学,40127,0.997
苏提春晓,M,大学及以上,31238,0.331
曲院风荷,F,大学,7576,0.96
平湖秋月,M,大学及以上,25275,0.14
断桥残雪,M,初中,24971,0.726
花港观鱼,F,大学及以上,43470,0.725
柳浪闻莺,F,大学,39229,0.463
三潭印月,M,大学及以上,29733,0.909
双峰插云,F,大学及以上,49282,0.127
雷峰夕照,M,初中,19802,0.467
南屏晚钟,F,大学及以上,29039,0.765
苏提春晓,M,高中,38428,0.372
曲院风荷,F,大学,44594,0.665
平湖秋月,M,高中,36959,0.962
断桥残雪,F,大学,32939,0.878
花港观鱼,F,初中,22224,0.148
柳浪闻莺,M,大学及以上,12175,0.982
三潭印月,F,大学及以上,33187,0.743
双峰插云,M,大学及以上,39061,0.468
雷峰夕照,F,大学,25557,0.004
南屏晚钟,M,大学及以上,21733,0.695
苏提春晓,F,大学及以上,21074,0.141
曲院风荷,F,高中,36814,0.273
平湖秋月,F,大学及以上,13901,0.24
断桥残雪,M,大学及以上,25237,0.189
花港观鱼,M,大学,11860,0.07
柳浪闻莺,M,大学及以上,11017,0.57
三潭印月,F,大学,27286,0.053
双峰插云,F,大学,37862,0.097
雷峰夕照,F,大学及以上,8660,0.447
南屏晚钟,M,初中,46404,0.815
苏提春晓,M,大学及以上,32794,0.395
曲院风荷,M,初中,44825,0.844
平湖秋月,F,大学及以上,41643,0.223
断桥残雪,M,初中,6310,0.394
花港观鱼,F,高中,38581,0.935
柳浪闻莺,M,初中,16562,0.771
三潭印月,F,大学,42704,0.231
双峰插云,M,初中,49803,0.299
雷峰夕照,M,大学,16631,0.533
南屏晚钟,M,大学及以上,34939,0.134
苏提春晓,F,高中,46389,0.98
曲院风荷,M,初中,30583,0.065
平湖秋月,M,高中,39019,0.25
断桥残雪,F,初中,13055,0.724
花港观鱼,M,大学及以上,35849,0.149
柳浪闻莺,M,大学及以上,8632,0.161
三潭印月,M,大学及以上,43291,0.994
双峰插云,M,初中,43998,0.635
雷峰夕照,F,大学及以上,13844,0.94
南屏晚钟,F,初中,28978,0.423
苏提春晓,F,初中,32276,0.131
曲院风荷,F,高中,39794,0.859
平湖秋月,F,初中,5367,0.066
断桥残雪,F,大学,29020,0.563
花港观鱼,M,高中,24106,0.764
柳浪闻莺,M,初中,48295,0.448
三潭印月,F,初中,40508,0.656
双峰插云,F,高中,4179,0.926
雷峰夕照,M,大学及以上,16779,0.229
南屏晚钟,M,大学及以上,27651,0.674
苏提春晓,F,初中,17756,0.993
曲院风荷,F,大学,29189,0.624
平湖秋月,F,高中,9166,0.648
断桥残雪,M,初中,5531,0.117
花港观鱼,M,高中,22690,0.953
柳浪闻莺,M,大学及以上,34251,0.977
三潭印月,F,初中,40161,0.916
双峰插云,M,高中,49356,0.26
雷峰夕照,M,大学及以上,30461,0.552
南屏晚钟,F,大学,43128,0.174
苏提春晓,F,高中,33737,0.156
曲院风荷,M,高中,30250,0.544
平湖秋月,F,高中,19572,0.224
断桥残雪,F,高中,34627,0.882
花港观鱼,F,大学及以上,7084,0.02
柳浪闻莺,M,初中,44734,0.837
三潭印月,F,初中,42479,0.776
双峰插云,F,高中,48842,0.819
雷峰夕照,M,高中,18487,0.68
南屏晚钟,F,大学及以上,8520,0.417
苏提春晓,M,初中,44289,0.145
曲院风荷,F,大学,45753,0.001
平湖秋月,F,高中,15854,0.871
断桥残雪,M,高中,20320,0.902
花港观鱼,M,高中,49067,0.804
柳浪闻莺,F,初中,16924,0.865
三潭印月,M,高中,29998,0.889
双峰插云,M,初中,6216,0.641
雷峰夕照,F,高中,36534,0.935
南屏晚钟,F,大学及以上,10311,0.277
苏提春晓,F,初中,48852,0.583
曲院风荷,F,高中,22272,0.061
平湖秋月,F,大学,45578,0.675
断桥残雪,M,大学,7212,0.53
花港观鱼,M,初中,26721,0.315
柳浪闻莺,M,高中,45304,0.931
三潭印月,F,大学,38883,0.042
双峰插云,M,大学及以上,36885,0.572
雷峰夕照,F,初中,28171,0.798
南屏晚钟,F,大学及以上,23956,0.471
苏提春晓,M,高中,15634,0.823
曲院风荷,F,高中,17708,0.045
平湖秋月,M,初中,9893,0.513
断桥残雪,M,大学,19973,0.488
花港观鱼,M,初中,14386,0.696
柳浪闻莺,M,初中,32375,0.438
三潭印月,F,大学,39115,0.562
双峰插云,F,大学及以上,22794,0.597
雷峰夕照,M,大学,18156,0.583
南屏晚钟,F,初中,49098,0.182
苏提春晓,F,高中,8768,0.776
曲院风荷,M,大学及以上,23157,0.538
平湖秋月,M,大学,10017,0.174
断桥残雪,F,大学及以上,24150,0.016
花港观鱼,M,大学及以上,28754,0.273
柳浪闻莺,F,大学,47168,0.961
三潭印月,M,大学及以上,4907,0.739
双峰插云,F,大学及以上,14331,0.811
雷峰夕照,F,高中,42872,0.306
南屏晚钟,F,大学及以上,10990,0.406
苏提春晓,F,大学及以上,4575,0.603
曲院风荷,M,高中,35088,0.501
平湖秋月,F,大学,35779,0.493
断桥残雪,M,高中,7600,0.616
花港观鱼,M,高中,25015,0.543
柳浪闻莺,F,初中,31173,0.378
三潭印月,M,大学及以上,16550,0.099
双峰插云,F,初中,3784,0.651
雷峰夕照,M,高中,44782,0.314
南屏晚钟,F,高中,49121,0.515
苏提春晓,M,高中,12198,0.742
曲院风荷,F,初中,39330,0.028
平湖秋月,F,大学及以上,26331,0.123
断桥残雪,M,初中,6585,0.945
花港观鱼,F,大学及以上,3675,0.832
柳浪闻莺,F,大学,49221,0.493
三潭印月,M,大学及以上,48720,0.805
双峰插云,F,高中,6987,0.838
雷峰夕照,M,大学,18253,0.694
南屏晚钟,M,初中,29986,0.372
苏提春晓,M,大学,3822,0.812
曲院风荷,F,大学及以上,47643,0.993
平湖秋月,F,高中,25806,0.815
断桥残雪,M,大学及以上,39694,0.369
花港观鱼,M,初中,16050,0.187
柳浪闻莺,F,高中,46572,0.592
三潭印月,M,初中,30510,0.956
双峰插云,F,初中,11204,0.226
雷峰夕照,F,大学及以上,30708,0.734
南屏晚钟,M,大学,15911,0.054
苏提春晓,M,初中,34935,0.048
曲院风荷,F,大学及以上,30169,0.208
平湖秋月,M,大学,19963,0.502
断桥残雪,F,高中,41089,0.831
花港观鱼,M,初中,49532,0.162
柳浪闻莺,M,大学,9878,0.246
三潭印月,M,大学,26673,0.195
双峰插云,F,初中,24609,0.627
雷峰夕照,F,高中,5375,0.919
南屏晚钟,M,初中,42413,0.663
苏提春晓,F,高中,43994,0.484
曲院风荷,M,初中,13145,0.626
平湖秋月,M,高中,49856,0.015
断桥残雪,F,高中,22719,0.764
花港观鱼,F,初中,47669,0.46
柳浪闻莺,M,大学及以上,11124,0.992
三潭印月,M,大学,8042,0.063
双峰插云,F,大学,47890,0.931
雷峰夕照,M,大学,30237,0.799
南屏晚钟,M,大学,39493,0.063
苏提春晓,M,大学及以上,32684,0.627
曲院风荷,F,大学,44874,0.664
平湖秋月,F,大学,36867,0.616
断桥残雪,M,大学,14755,0.253
花港观鱼,F,大学,27287,0.318
柳浪闻莺,F,初中,22295,0.963
三潭印月,F,大学,33095,0.871
双峰插云,F,大学,46654,0.866
雷峰夕照,F,大学及以上,22223,0.444
南屏晚钟,F,高中,38885,0.437
苏提春晓,M,初中,10462,0.554
曲院风荷,M,大学,43798,0.261
平湖秋月,F,大学及以上,47108,0.791
断桥残雪,M,大学及以上,33646,0.059
花港观鱼,F,高中,21907,0.482
柳浪闻莺,M,初中,40823,0.921
三潭印月,M,大学,33156,0.769
双峰插云,F,大学,44009,0.764
雷峰夕照,F,大学,41580,0.234
南屏晚钟,F,初中,19401,0.533
苏提春晓,M,高中,48921,0.419
曲院风荷,F,大学及以上,23466,0.451
平湖秋月,F,高中,4529,0.897
断桥残雪,F,大学,4459,0.353
花港观鱼,F,高中,23095,0.43
柳浪闻莺,M,高中,16673,0.135
三潭印月,M,大学,31648,0.656
双峰插云,F,大学,15242,0.222
雷峰夕照,F,大学,8450,0.597
南屏晚钟,M,初中,28705,0.427
苏提春晓,F,大学及以上,15121,0.084
曲院风荷,F,高中,30588,0.171
平湖秋月,M,大学,14276,0.083
断桥残雪,F,高中,14346,0.634
花港观鱼,M,初中,20685,0.579
柳浪闻莺,F,高中,17713,0.375
三潭印月,M,大学及以上,37900,0.184
双峰插云,F,大学,13792,0.551
雷峰夕照,M,大学,49051,0.825
南屏晚钟,F,高中,39720,0.949
苏提春晓,F,大学及以上,29653,0.312
曲院风荷,M,大学及以上,38173,0.041
平湖秋月,M,初中,16206,0.888
断桥残雪,F,大学及以上,24243,0.347
花港观鱼,M,初中,27138,0.153
柳浪闻莺,F,初中,12590,0.585
三潭印月,M,大学及以上,21120,0.774
双峰插云,M,高中,16138,0.106
雷峰夕照,M,高中,28450,0.522
南屏晚钟,F,大学,30934,0.608
苏提春晓,M,大学及以上,6049,0.409
曲院风荷,F,大学及以上,12825,0.441
平湖秋月,F,大学,24944,0.409
断桥残雪,M,高中,9410,0.292
花港观鱼,M,高中,25922,0.262
柳浪闻莺,F,初中,12717,0.559
三潭印月,F,高中,4725,0.574
双峰插云,F,大学及以上,48614,0.755
雷峰夕照,F,高中,17373,0.535
南屏晚钟,F,大学,42527,0.765
苏提春晓,F,大学,42264,0.877
曲院风荷,F,高中,9228,0.646
平湖秋月,M,大学及以上,42010,0.708
断桥残雪,F,初中,35233,0.864
花港观鱼,F,大学及以上,12648,0.067
柳浪闻莺,M,大学,18755,0.502
三潭印月,F,初中,43807,0.043
双峰插云,M,高中,8228,0.114
雷峰夕照,M,初中,19276,0.078
南屏晚钟,F,高中,3620,0.118
苏提春晓,F,高中,38462,0.078
曲院风荷,M,初中,17208,0.582
平湖秋月,M,大学及以上,34226,0.08
断桥残雪,F,初中,31354,0.456
