tp,sex,edu,income,pipei
曲院风荷,F,大学,46950,0.272
平湖秋月,F,高中,18761,0.215
断桥残雪,M,初中,35889,0.073
花港观鱼,F,初中,9285,0.649
柳浪闻莺,M,高中,9007,0.332
三潭印月,F,高中,20424,0.995
双峰插云,F,大学,41773,0.394
雷峰夕照,F,大学及以上,23131,0.708
南屏晚钟,M,大学,19944,0.627
苏提春晓,M,高中,46484,0.461
曲院风荷,F,大学及以上,9855,0.131
平湖秋月,F,大学及以上,40770,0.5
断桥残雪,M,高中,33210,0.5
花港观鱼,F,大学及以上,25475,0.16
柳浪闻莺,M,大学及以上,39856,0.932
三潭印月,M,高中,30036,0.738
双峰插云,M,高中,13837,0.753
雷峰夕照,M,初中,32590,0.582
南屏晚钟,M,大学,12164,0.58
苏提春晓,M,大学及以上,38734,0.499
曲院风荷,F,大学,3629,0.456
平湖秋月,F,初中,24338,0.531
断桥残雪,F,高中,32929,0.896
花港观鱼,M,高中,16745,0.73
柳浪闻莺,M,高中,22892,0.98
三潭印月,M,大学,3344,0.071
双峰插云,F,大学及以上,42887,0.401
雷峰夕照,M,初中,45892,0.429
南屏晚钟,M,高中,41458,0.685
苏提春晓,M,大学,46399,0.407
曲院风荷,M,大学及以上,22418,0.895
平湖秋月,F,高中,25397,0.213
断桥残雪,F,大学及以上,25306,0.844
花港观鱼,F,高中,18652,0.047
柳浪闻莺,F,高中,48309,0.388
三潭印月,M,大学及以上,11401,0.446
双峰插云,M,大学,19849,0.937
雷峰夕照,F,大学及以上,36084,0.809
南屏晚钟,F,高中,44779,0.688
苏提春晓,F,高中,6787,0.443
曲院风荷,M,高中,4318,0.462
平湖秋月,F,初中,43825,0.185
断桥残雪,M,初中,49072,0.842
花港观鱼,F,初中,13060,0.256
柳浪闻莺,M,高中,42034,0.376
三潭印月,M,初中,28340,0.983
双峰插云,F,初中,8407,0.771
雷峰夕照,M,初中,42053,0.664
南屏晚钟,F,初中,38015,0.306
苏提春晓,F,大学,6199,0.549
曲院风荷,M,大学及以上,12302,0.062
平湖秋月,M,大学及以上,43600,0.606
断桥残雪,F,大学及以上,37562,0.647
花港观鱼,F,高中,3765,0.197
柳浪闻莺,M,初中,28272,0.515
三潭印月,M,大学及以上,3510,0.422
双峰插云,M,高中,40587,0.243
雷峰夕照,F,初中,17250,0.68
南屏晚钟,M,大学及以上,36697,0.124
苏提春晓,M,高中,8137,0.639
曲院风荷,F,大学,36020,0.758
平湖秋月,M,大学及以上,14622,0.14
断桥残雪,M,高中,22114,0.954
花港观鱼,M,大学及以上,25780,0.373
柳浪闻莺,M,大学及以上,44301,0.901
三潭印月,F,高中,22448,0.323
双峰插云,F,高中,42702,0.161
雷峰夕照,M,初中,17846,0.856
南屏晚钟,F,大学及以上,13370,0.318
苏提春晓,F,大学及以上,13709,0.393
曲院风荷,F,初中,38255,0.174
平湖秋月,M,初中,33825,0.765
断桥残雪,M,大学,21595,0.796
花港观鱼,F,大学,27888,0.801
柳浪闻莺,M,大学及以上,28416,0.563
三潭印月,F,高中,24238,0.488
双峰插云,F,大学,16583,0.13
雷峰夕照,M,大学及以上,33537,0.007
南屏晚钟,F,大学,26024,0.412
苏提春晓,F,大学及以上,16629,0.834
曲院风荷,F,初中,7412,0.651
平湖秋月,F,高中,7105,0.122
断桥残雪,M,大学及以上,14233,0.705
花港观鱼,M,大学及以上,32142,0.061
柳浪闻莺,F,初中,30878,0.526
三潭印月,M,大学,23392,0.523
双峰插云,F,初中,48416,0.19
雷峰夕照,M,高中,18911,0.529
南屏晚钟,F,大学,39152,0.701
苏提春晓,F,大学及以上,23104,0.487
曲院风荷,M,大学,27994,0.676
平湖秋月,F,高中,31517,0.854
断桥残雪,F,大学,21033,0.262
花港观鱼,F,初中,35925,0.657
柳浪闻莺,M,大学及以上,24806,0.782
三潭印月,M,高中,33452,0.058
双峰插云,F,初中,44092,0.502
雷峰夕照,F,高中,48503,0.029
南屏晚钟,M,初中,44114,0.487
苏提春晓,F,初中,4191,0.084
曲院风荷,F,大学,49441,0.661
平湖秋月,F,高中,7987,0.001
断桥残雪,F,大学,33677,0.497
花港观鱼,M,初中,31529,0.926
柳浪闻莺,F,大学,3921,0.674
三潭印月,M,大学及以上,30415,0.805
双峰插云,M,大学及以上,46757,0.437
雷峰夕照,F,高中,27573,0.11
南屏晚钟,F,初中,15542,0.058
苏提春晓,M,高中,17006,0.082
曲院风荷,F,初中,38611,0.938
平湖秋月,M,高中,44718,0.896
断桥残雪,M,大学,45042,0.122
花港观鱼,F,初中,36969,0.915
柳浪闻莺,F,高中,9851,0.505
三潭印月,F,高中,46255,0.958
双峰插云,M,大学,8385,0.975
雷峰夕照,F,高中,30378,0.421
南屏晚钟,M,高中,15240,0.16
苏提春晓,F,高中,16716,0.474
曲院风荷,M,初中,37006,0.06
平湖秋月,M,初中,13759,0.62
断桥残雪,M,高中,29154,0.729
花港观鱼,M,大学,46819,0.205
柳浪闻莺,M,大学,45169,0.031
三潭印月,F,大学及以上,15017,0.804
双峰插云,M,大学及以上,28876,0.478
雷峰夕照,F,初中,12212,0.28
南屏晚钟,M,初中,23938,0.561
苏提春晓,M,初中,40904,0.953
曲院风荷,F,高中,26004,0.398
平湖秋月,F,大学及以上,40517,0.687
断桥残雪,F,大学,14977,0.576
花港观鱼,M,大学及以上,47645,0.992
柳浪闻莺,F,初中,28372,0.604
三潭印月,F,大学,4226,0.868
双峰插云,M,初中,10291,0.261
雷峰夕照,F,高中,21295,0.668
南屏晚钟,F,高中,22344,0.924
苏提春晓,M,大学及以上,46068,0.042
曲院风荷,M,大学,10524,0.207
平湖秋月,F,初中,47952,0.542
断桥残雪,F,大学,4105,0.851
花港观鱼,M,初中,49523,0.882
柳浪闻莺,F,高中,6598,0.381
三潭印月,F,初中,27437,0.924
双峰插云,F,高中,16715,0.1
雷峰夕照,M,初中,33314,0.972
南屏晚钟,M,大学及以上,31399,0.593
苏提春晓,F,大学,14892,0.183
曲院风荷,F,初中,47254,0.975
平湖秋月,M,大学,39119,0.727
断桥残雪,M,初中,19657,0.326
花港观鱼,M,初中,23352,0.731
柳浪闻莺,M,大学及以上,42853,0.247
三潭印月,F,初中,4845,0.181
双峰插云,M,大学,47644,0.366
雷峰夕照,F,大学,10120,0.034
南屏晚钟,M,高中,12578,0.714
苏提春晓,F,高中,26720,0.063
曲院风荷,M,大学,32828,0.361
平湖秋月,M,大学及以上,6715,0.708
断桥残雪,F,大学及以上,8198,0.353
花港观鱼,F,高中,3521,0.213
柳浪闻莺,M,高中,39970,0.03
三潭印月,F,大学及以上,23037,0.613
双峰插云,M,大学及以上,23774,0.066
雷峰夕照,F,高中,40057,0.019
南屏晚钟,F,大学及以上,12741,0.362
苏提春晓,F,高中,18477,0.729
曲院风荷,M,大学及以上,8367,0.514
平湖秋月,M,高中,41583,0.327
断桥残雪,F,大学,13753,0.315
花港观鱼,F,大学及以上,28134,0.04
柳浪闻莺,F,大学,13926,0.568
三潭印月,M,高中,31427,0.125
双峰插云,M,大学,46453,0.45
雷峰夕照,F,高中,8588,0.497
南屏晚钟,F,大学,44545,0.457
苏提春晓,F,高中,49755,0.353
曲院风荷,F,大学,49983,0.34
平湖秋月,M,初中,7163,0.85
断桥残雪,M,大学,23477,0.459
花港观鱼,M,大学,45498,0.153
柳浪闻莺,M,高中,14137,0.059
三潭印月,M,大学及以上,33222,0.576
双峰插云,F,初中,44940,0.403
雷峰夕照,M,初中,14631,0.846
南屏晚钟,M,大学及以上,6090,0.312
苏提春晓,F,大学及以上,30449,0.149
曲院风荷,F,高中,28897,0.78
平湖秋月,M,高中,48866,0.984
断桥残雪,M,大学,5985,0.369
花港观鱼,F,高中,34939,0.922
柳浪闻莺,M,大学,10287,0.966
三潭印月,M,大学,5516,0.048
双峰插云,M,大学及以上,45744,0.905
雷峰夕照,M,大学,16674,0.947
南屏晚钟,M,大学及以上,34333,0.292
苏提春晓,F,初中,38244,0.563
曲院风荷,F,大学及以上,47376,0.348
平湖秋月,M,大学及以上,34097,0.879
断桥残雪,F,大学,9573,0.369
花港观鱼,F,大学及以上,42227,0.253
柳浪闻莺,F,大学及以上,14239,0.692
三潭印月,F,高中,44005,0.101
双峰插云,M,大学,34498,0.972
雷峰夕照,M,初中,17911,0.458
南屏晚钟,F,大学,42803,0.452
苏提春晓,M,初中,19974,0.355
曲院风荷,M,高中,37747,0.35
平湖秋月,F,初中,36879,0.952
断桥残雪,M,大学及以上,39463,0.409
花港观鱼,M,大学,38736,0.668
柳浪闻莺,M,大学,24057,0.185
三潭印月,F,高中,17993,0.968
双峰插云,M,大学及以上,12068,0.773
雷峰夕照,F,初中,23840,0.2
南屏晚钟,M,高中,33816,0.004
苏提春晓,M,初中,3304,0.178
曲院风荷,F,大学,31917,0.368
平湖秋月,M,大学及以上,30488,0.618
断桥残雪,F,高中,40940,0.303
花港观鱼,F,高中,23318,0.802
柳浪闻莺,M,初中,5156,0.789
三潭印月,F,初中,14145,0.285
双峰插云,F,大学及以上,39199,0.743
雷峰夕照,M,大学,3742,0.478
南屏晚钟,F,大学及以上,5047,0.703
苏提春晓,M,大学及以上,3740,0.379
曲院风荷,F,大学及以上,18763,0.192
平湖秋月,M,大学,21895,0.104
断桥残雪,F,大学,38775,0.477
花港观鱼,M,大学及以上,32531,0.629
柳浪闻莺,F,大学,43797,0.161
三潭印月,M,初中,35410,0.1
双峰插云,F,大学,5297,0.859
雷峰夕照,M,高中,31372,0.731
南屏晚钟,F,初中,33342,0.772
苏提春晓,M,初中,43399,0.442
曲院风荷,F,高中,48741,0.871
平湖秋月,M,初中,35342,0.798
断桥残雪,M,初中,12125,0.961
花港观鱼,M,大学及以上,39501,0.622
柳浪闻莺,M,大学,24629,0.337
三潭印月,F,大学,47358,0.817
双峰插云,M,大学及以上,25624,0.128
雷峰夕照,F,大学,7476,0.629
南屏晚钟,M,高中,20730,0.297
苏提春晓,F,大学及以上,6374,0.732
曲院风荷,F,高中,31101,0.468
平湖秋月,M,大学及以上,37990,0.129
断桥残雪,F,初中,45990,0.306
花港观鱼,M,高中,30848,0.8
柳浪闻莺,M,初中,30451,0.319
三潭印月,M,大学及以上,32440,0.56
双峰插云,M,大学,27346,0.588
雷峰夕照,M,高中,14832,0.787
南屏晚钟,M,大学及以上,25119,0.384
苏提春晓,F,大学及以上,3090,0.266
曲院风荷,M,大学,49875,0.615
平湖秋月,F,大学,21843,0.286
断桥残雪,F,大学及以上,37188,0.429
花港观鱼,M,大学,45774,0.599
柳浪闻莺,M,高中,30061,0.681
三潭印月,M,初中,17715,0.345
双峰插云,F,高中,32595,0.737
雷峰夕照,F,大学,24758,0.467
南屏晚钟,F,初中,24658,0.391
苏提春晓,F,高中,13702,0.084
曲院风荷,F,初中,19682,0.747
平湖秋月,M,初中,25844,0.136
断桥残雪,M,高中,44362,0.348
花港观鱼,F,大学及以上,19489,0.207
柳浪闻莺,F,大学及以上,21591,0.316
三潭印月,F,高中,11514,0.937
双峰插云,M,大学,48897,0.977
雷峰夕照,F,大学及以上,30120,0.752
南屏晚钟,F,初中,14562,0.227
苏提春晓,F,高中,8075,0.341
曲院风荷,M,初中,39887,0.516
平湖秋月,M,大学,45058,0.383
断桥残雪,F,高中,22691,0.739
花港观鱼,F,高中,43643,0.66
柳浪闻莺,M,大学及以上,12897,0.805
三潭印月,F,初中,15193,0.9
双峰插云,M,大学及以上,7740,0.376
雷峰夕照,F,高中,28125,0.369
南屏晚钟,M,初中,18718,0.935
苏提春晓,M,高中,36471,0.72
曲院风荷,M,初中,21877,0.727
平湖秋月,M,大学,49254,0.661
断桥残雪,F,高中,19487,0.294
花港观鱼,M,高中,38882,0.766
柳浪闻莺,M,大学及以上,24869,0.971
三潭印月,M,大学,46597,0.999
双峰插云,M,大学,27005,0.267
雷峰夕照,F,大学,14178,0.358
南屏晚钟,M,高中,17068,0.777
苏提春晓,M,高中,11769,0.921
曲院风荷,F,高中,15212,0.505
平湖秋月,M,大学,12920,0.423
断桥残雪,M,初中,26928,0.805
花港观鱼,F,高中,29369,0.418
柳浪闻莺,M,大学,40253,0.394
三潭印月,F,高中,15366,0.517
双峰插云,M,高中,30532,0.867
雷峰夕照,F,大学及以上,12952,0.117
南屏晚钟,F,大学及以上,7914,0.1
苏提春晓,F,大学及以上,49902,0.169
曲院风荷,F,大学,18095,0.558
平湖秋月,F,大学及以上,6435,0.324
断桥残雪,M,大学及以上,10336,0.163
花港观鱼,M,大学,37234,0.202
柳浪闻莺,M,大学,42265,0.825
三潭印月,F,大学及以上,11116,0.791
双峰插云,M,大学,22279,0.363
雷峰夕照,F,初中,23426,0.27
南屏晚钟,M,大学及以上,24262,0.64
苏提春晓,M,初中,28837,0.429
曲院风荷,F,大学及以上,35457,0.37
平湖秋月,F,大学,12088,0.901
断桥残雪,M,初中,19898,0.214
花港观鱼,F,大学,20039,0.006
柳浪闻莺,M,大学及以上,24970,0.297
三潭印月,M,大学,48157,0.492
双峰插云,M,高中,43748,0.211
雷峰夕照,M,高中,10853,0.637
南屏晚钟,M,大学,14417,0.789
苏提春晓,F,大学,12340,0.415
曲院风荷,F,初中,24911,0.44
平湖秋月,F,大学及以上,40197,0.573
断桥残雪,F,初中,10201,0.446
花港观鱼,F,大学,36789,0.749
柳浪闻莺,F,初中,8230,0.709
三潭印月,F,高中,3675,0.799
双峰插云,F,初中,22580,0.802
雷峰夕照,F,大学,5159,0.412
南屏晚钟,F,高中,10670,0.616
苏提春晓,M,大学,37491,0.984
曲院风荷,M,大学及以上,19213,0.093
平湖秋月,M,大学及以上,26892,0.305
断桥残雪,M,大学及以上,15388,0.079
花港观鱼,M,高中,41628,0.019
柳浪闻莺,F,初中,5512,0.697
三潭印月,M,初中,22423,0.808
双峰插云,M,高中,32303,0.52
雷峰夕照,F,初中,23067,0.827
南屏晚钟,F,大学及以上,19372,0.655
苏提春晓,F,初中,23555,0.222
曲院风荷,F,初中,41278,0.809
平湖秋月,F,大学及以上,12187,0.232
断桥残雪,F,高中,42221,0.272
花港观鱼,M,大学,38800,0.492
柳浪闻莺,F,高中,38934,0.015
三潭印月,F,高中,28111,0.403
双峰插云,F,高中,38557,0.329
雷峰夕照,M,高中,19803,0.813
南屏晚钟,M,大学及以上,16933,0.667
苏提春晓,M,大学,25647,0.263
曲院风荷,F,大学及以上,10759,0.363
平湖秋月,F,大学及以上,16859,0.405
断桥残雪,M,大学及以上,10899,0.816
花港观鱼,F,大学及以上,37076,0.715
柳浪闻莺,F,大学,45186,0.503
三潭印月,F,大学,12609,0.126
双峰插云,M,高中,32135,0.84
雷峰夕照,M,大学,39920,0.636
南屏晚钟,M,高中,41762,0.616
苏提春晓,M,大学,37131,0.771
曲院风荷,M,大学,39068,0.873
平湖秋月,M,高中,48444,0.02
断桥残雪,F,初中,10253,0.281
花港观鱼,M,高中,18259,0.991
柳浪闻莺,F,大学及以上,15268,0.794
三潭印月,M,大学及以上,8310,0.883
双峰插云,F,初中,8237,0.05
雷峰夕照,M,大学,11212,0.103
南屏晚钟,F,大学,9265,0.537
苏提春晓,M,大学及以上,28651,0.086
曲院风荷,M,初中,33017,0.89
平湖秋月,F,大学,21532,0.417
断桥残雪,M,高中,30329,0.171
花港观鱼,M,大学及以上,17440,0.778
柳浪闻莺,F,大学及以上,27211,0.059
三潭印月,M,大学及以上,35874,0.526
双峰插云,F,初中,11244,0.994
雷峰夕照,F,大学及以上,32572,0.503
南屏晚钟,M,初中,8789,0.947
苏提春晓,M,大学及以上,18904,0.914
曲院风荷,M,高中,27000,0.671
平湖秋月,M,大学及以上,44603,0.349
断桥残雪,F,大学及以上,45166,0.577
花港观鱼,M,高中,38407,0.311
柳浪闻莺,M,高中,19054,0.764
三潭印月,F,大学,39201,0.106
双峰插云,F,初中,30361,0.631
雷峰夕照,F,初中,41946,0.484
南屏晚钟,F,高中,33742,0.585
苏提春晓,F,初中,44547,0.09
曲院风荷,M,高中,43601,0.669
平湖秋月,F,初中,43529,0.247
断桥残雪,M,初中,36514,0.648
花港观鱼,M,高中,46853,0.919
柳浪闻莺,F,大学及以上,33533,0.132
三潭印月,F,大学,18176,0.54
双峰插云,F,大学,29459,0.208
雷峰夕照,F,大学及以上,12540,0.444
南屏晚钟,M,大学,49369,0.6
苏提春晓,F,大学及以上,43713,0.806
曲院风荷,M,大学及以上,36439,0.043
平湖秋月,M,高中,35215,0.161
断桥残雪,M,高中,5679,0.548
花港观鱼,M,大学,9301,0.808
柳浪闻莺,F,初中,45135,0.343
三潭印月,M,大学,31085,0.536
双峰插云,M,大学及以上,12823,0.902
雷峰夕照,F,初中,17520,0.106
南屏晚钟,F,大学,20543,0.018
苏提春晓,F,大学,35115,0.139
曲院风荷,F,初中,45265,0.935
平湖秋月,F,大学及以上,20847,0.614
断桥残雪,M,大学,21749,0.326
花港观鱼,F,高中,42198,0.83
柳浪闻莺,F,初中,42935,0.673
三潭印月,F,初中,21611,0.608
双峰插云,F,初中,40049,0.807
雷峰夕照,M,大学及以上,44931,0.195
南屏晚钟,F,高中,38883,0.006
苏提春晓,F,高中,13849,0.631
曲院风荷,F,大学及以上,26152,0.221
平湖秋月,M,大学,29919,0.409
断桥残雪,M,大学及以上,38793,0.037
花港观鱼,F,大学及以上,38172,0.015
柳浪闻莺,M,高中,35381,0.359
三潭印月,F,大学及以上,19650,0.351
双峰插云,F,大学,27192,0.439
雷峰夕照,M,大学,8811,0.983
南屏晚钟,M,大学及以上,48310,0.007
苏提春晓,M,大学及以上,49876,0.07
曲院风荷,F,高中,12422,0.423
平湖秋月,M,大学及以上,17347,0.668
断桥残雪,F,初中,28423,0.679
花港观鱼,M,初中,30125,0.895
柳浪闻莺,M,初中,30363,0.366
三潭印月,F,大学及以上,40184,0.553
双峰插云,F,大学,33631,0.162
雷峰夕照,M,大学,12186,0.792
南屏晚钟,F,大学及以上,35211,0.552
苏提春晓,F,高中,9924,0.097
曲院风荷,F,大学及以上,48356,0.901
平湖秋月,M,大学及以上,24945,0.461
断桥残雪,F,大学及以上,42677,0.514
花港观鱼,M,高中,9761,0.596
柳浪闻莺,F,大学,47317,0.638
三潭印月,F,大学及以上,46077,0.076
双峰插云,M,大学及以上,37911,0.516
雷峰夕照,F,高中,13691,0.145
南屏晚钟,M,初中,47014,0.089
苏提春晓,M,大学,4283,0.377
曲院风荷,F,高中,47958,0.459
平湖秋月,F,初中,7612,0.85
断桥残雪,F,大学,26490,0.638
花港观鱼,F,初中,4339,0.299
柳浪闻莺,M,大学及以上,27431,0.946
三潭印月,F,高中,8961,0.935
双峰插云,F,大学,32856,0.687
雷峰夕照,F,初中,18920,0.95
南屏晚钟,M,高中,27571,0.486
苏提春晓,M,大学及以上,25525,0.917
曲院风荷,F,大学及以上,47490,0.112
平湖秋月,F,初中,22622,0.51
断桥残雪,M,高中,44091,0.361
花港观鱼,F,大学及以上,12895,0.222
柳浪闻莺,F,初中,5410,0.765
三潭印月,F,大学,44369,0.667
双峰插云,F,高中,31046,0.496
雷峰夕照,M,大学及以上,7707,0.948
南屏晚钟,M,大学,28009,0.125
苏提春晓,M,初中,19933,0.639
曲院风荷,F,大学,46324,0.931
平湖秋月,F,大学及以上,18376,0.723
断桥残雪,F,大学,25357,0.457
花港观鱼,F,初中,40088,0.598
柳浪闻莺,F,大学及以上,49512,0.597
三潭印月,F,大学,37548,0.799
双峰插云,M,大学及以上,38628,0.115
雷峰夕照,F,初中,13968,0.395
南屏晚钟,M,大学及以上,35129,0.928
苏提春晓,F,高中,3112,0.19
曲院风荷,M,初中,4227,0.887
平湖秋月,F,高中,27886,0.673
断桥残雪,F,初中,35713,0.806
花港观鱼,M,高中,25932,0.085
柳浪闻莺,M,大学及以上,37181,0.658
三潭印月,M,大学,9596,0.479
双峰插云,F,高中,44281,0.785
雷峰夕照,F,大学及以上,34061,0.735
南屏晚钟,M,大学,19677,0.55
苏提春晓,M,大学及以上,47677,0.297
曲院风荷,F,大学,27800,0.442
平湖秋月,F,大学及以上,32208,0.467
断桥残雪,M,高中,38206,0.484
花港观鱼,M,大学,40777,0.437
柳浪闻莺,M,初中,49936,0.832
三潭印月,M,高中,24944,0.496
双峰插云,M,大学,29954,0.406
雷峰夕照,M,大学,30742,0.538
南屏晚钟,M,初中,4374,0.431
苏提春晓,M,高中,21897,0.273
曲院风荷,F,大学,19359,0.218
平湖秋月,F,高中,10015,0.414
断桥残雪,F,初中,39541,0.89
花港观鱼,M,大学,14031,0.733
柳浪闻莺,F,大学及以上,45957,0.77
三潭印月,F,大学,18629,0.38
双峰插云,M,大学及以上,25479,0.054
雷峰夕照,M,大学,40048,0.577
南屏晚钟,F,初中,27141,0.114
苏提春晓,F,大学,35254,0.97
曲院风荷,M,大学及以上,45447,0.724
平湖秋月,F,大学及以上,15867,0.168
断桥残雪,F,初中,41352,0.378
花港观鱼,F,大学及以上,37751,0.636
柳浪闻莺,F,大学及以上,10736,0.669
三潭印月,M,初中,35107,0.836
双峰插云,F,初中,21637,0.62
雷峰夕照,M,大学,44665,0.613
南屏晚钟,F,高中,11413,0.172
苏提春晓,F,大学及以上,5001,0.742
曲院风荷,M,大学及以上,3467,0.137
平湖秋月,M,大学,37475,0.493
断桥残雪,F,大学及以上,17673,0.307
花港观鱼,M,高中,10682,0.498
柳浪闻莺,F,大学及以上,14323,0.825
三潭印月,F,大学及以上,37022,0.108
双峰插云,F,初中,42617,0.85
雷峰夕照,F,初中,48688,0.839
南屏晚钟,F,高中,23740,0.112
苏提春晓,M,高中,46873,0.16
曲院风荷,F,大学,23834,0.221
平湖秋月,F,大学,3832,0.148
断桥残雪,F,大学及以上,19613,0.909
花港观鱼,M,大学,17407,0.947
柳浪闻莺,F,大学及以上,21397,0.721
三潭印月,M,初中,31234,0.337
双峰插云,F,大学,3744,0.95
雷峰夕照,F,初中,11722,0.199
南屏晚钟,M,初中,40309,0.417
苏提春晓,M,大学,48783,0.956
曲院风荷,F,大学,12087,0.139
平湖秋月,F,高中,48284,0.072
断桥残雪,F,高中,21875,0.477
花港观鱼,F,大学,20871,0.522
柳浪闻莺,M,大学及以上,17522,0.372
三潭印月,M,大学,20122,0.209
双峰插云,F,初中,15684,0.732
雷峰夕照,F,高中,11901,0.134
南屏晚钟,F,大学,5846,0.811
苏提春晓,F,初中,18675,0.017
曲院风荷,M,高中,33429,0.598
平湖秋月,F,大学,43827,0.417
断桥残雪,F,大学,39622,0.716
花港观鱼,M,初中,21344,0.988
柳浪闻莺,M,大学及以上,46189,0.1
三潭印月,M,大学及以上,13738,0.729
双峰插云,M,大学及以上,10204,0.888
雷峰夕照,M,高中,21916,0.239
南屏晚钟,M,大学,19037,0.687
苏提春晓,F,高中,7417,0.874
曲院风荷,F,高中,11629,0.493
平湖秋月,M,大学,29911,0.503
断桥残雪,M,初中,49217,0.741
花港观鱼,M,大学,40408,0.246
柳浪闻莺,M,大学,24238,0.005
三潭印月,F,大学,3015,0.736
双峰插云,F,初中,5068,0.505
雷峰夕照,F,大学及以上,14383,0.088
南屏晚钟,F,大学,25851,0.099
苏提春晓,M,高中,12276,0.746
曲院风荷,F,大学及以上,22864,0.002
平湖秋月,M,初中,7444,0.153
断桥残雪,M,大学及以上,12167,0.265
花港观鱼,F,高中,12408,0.803
柳浪闻莺,F,初中,25857,0.633
三潭印月,M,高中,15013,0.965
双峰插云,M,高中,32782,0.408
雷峰夕照,M,大学及以上,18642,0.536
南屏晚钟,F,初中,30704,0.904
苏提春晓,F,大学,7154,0.275
曲院风荷,F,高中,47461,0.937
平湖秋月,M,高中,22013,0.016
断桥残雪,M,大学及以上,11547,0.345
花港观鱼,F,高中,19198,0.336
柳浪闻莺,M,初中,5490,0.234
三潭印月,M,高中,13563,0.575
双峰插云,F,大学,21429,0.515
雷峰夕照,F,大学,31325,0.253
南屏晚钟,F,大学,33783,0.063
苏提春晓,F,高中,38327,0.985
曲院风荷,F,大学及以上,11118,0.949
平湖秋月,F,大学,8360,0.573
断桥残雪,M,初中,49746,0.887
花港观鱼,F,初中,30751,0.393
柳浪闻莺,F,初中,28498,0.149
三潭印月,M,大学,13178,0.098
双峰插云,M,高中,24961,0.885
雷峰夕照,F,初中,44375,0.005
南屏晚钟,F,高中,30607,0.684
苏提春晓,M,大学及以上,28629,0.075
曲院风荷,F,大学及以上,20949,0.705
平湖秋月,M,大学,45147,0.515
断桥残雪,M,大学及以上,19346,0.688
花港观鱼,M,初中,25566,0.371
柳浪闻莺,M,大学及以上,20717,0.889
三潭印月,F,大学及以上,15966,0.279
双峰插云,M,大学及以上,26049,0.981
雷峰夕照,M,高中,23200,0.047
南屏晚钟,F,初中,23448,0.243
苏提春晓,F,初中,46928,0.635
曲院风荷,F,大学,10437,0.241
平湖秋月,F,初中,20665,0.565
断桥残雪,M,大学及以上,28440,0.344
花港观鱼,F,大学,22638,0.82
柳浪闻莺,M,大学,36059,0.759
三潭印月,F,高中,40551,0.44
双峰插云,F,大学,32194,0.103
雷峰夕照,M,大学及以上,15774,0.088
南屏晚钟,F,初中,10832,0.502
苏提春晓,F,初中,49257,0.993
曲院风荷,M,初中,47412,0.246
平湖秋月,M,高中,25188,0.546
断桥残雪,M,初中,6364,0.455
花港观鱼,M,高中,10842,0.327
柳浪闻莺,M,大学,6984,0.655
三潭印月,F,高中,3180,0.691
双峰插云,F,高中,19913,0.948
雷峰夕照,M,高中,25296,0.069
南屏晚钟,F,高中,17489,0.488
苏提春晓,F,高中,17990,0.912
曲院风荷,F,高中,32823,0.476
平湖秋月,F,大学及以上,38709,0.226
断桥残雪,M,大学及以上,36979,0.633
花港观鱼,M,大学,4173,0.466
柳浪闻莺,M,初中,20876,0.323
三潭印月,F,大学,8328,0.14
双峰插云,F,大学,39941,0.736
雷峰夕照,F,大学及以上,9770,0.744
南屏晚钟,M,大学及以上,12467,0.165
苏提春晓,M,初中,48081,0.889
曲院风荷,F,大学,5603,0.282
平湖秋月,M,高中,44173,0.347
断桥残雪,F,大学及以上,34753,0.153
花港观鱼,M,高中,11712,0.265
柳浪闻莺,F,初中,22981,0.296
三潭印月,F,大学,3316,0.491
双峰插云,F,初中,22178,0.106
雷峰夕照,F,初中,24595,0.256
南屏晚钟,M,大学,23233,0.118
苏提春晓,M,初中,27583,0.661
曲院风荷,M,大学,30781,0.978
平湖秋月,M,初中,41592,0.492
断桥残雪,M,大学及以上,21187,0.639
花港观鱼,M,大学及以上,47671,0.073
柳浪闻莺,M,初中,26450,0.554
三潭印月,F,大学,31551,0.005
双峰插云,F,初中,41028,0.333
雷峰夕照,F,高中,44758,0.307
南屏晚钟,F,高中,45284,0.336
苏提春晓,M,大学及以上,18299,0.194
曲院风荷,F,高中,25522,0.568
平湖秋月,M,大学及以上,35539,0.277
断桥残雪,F,大学,7027,0.709
花港观鱼,M,大学及以上,9061,0.81
柳浪闻莺,F,大学,18610,0.025
三潭印月,M,初中,11584,0.164
双峰插云,M,大学,21730,0.688
雷峰夕照,F,初中,7708,0.315
南屏晚钟,M,高中,30760,0.276
苏提春晓,F,大学,9702,0.88
曲院风荷,M,高中,40764,0.421
平湖秋月,M,大学及以上,5927,0.046
断桥残雪,F,大学及以上,24768,0.52
花港观鱼,M,高中,47274,0.458
柳浪闻莺,F,大学,41504,0.859
三潭印月,M,高中,15242,0.693
双峰插云,F,大学及以上,22050,0.458
雷峰夕照,M,高中,17269,0.546
南屏晚钟,M,初中,44156,0.492
苏提春晓,M,初中,37896,0.667
曲院风荷,F,大学,25139,0.301
平湖秋月,M,大学及以上,14942,0.766
断桥残雪,F,高中,14201,0.849
花港观鱼,F,大学及以上,45364,0.994
柳浪闻莺,F,大学,26654,0.658
三潭印月,F,初中,38717,0.74
双峰插云,M,高中,10185,0.335
雷峰夕照,M,大学及以上,49390,0.199
南屏晚钟,F,高中,37330,0.769
